,Unnamed: 0,Unnamed: 0.1,Antena,Ano,Mes,Dia,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas,clase
13016,59398,59398,30331,2019,3,11,21.32,-97.44,29.1976,22.07657,29.1976,22.07657,24.9617,24.9617,1
13017,59405,59405,30332,2019,3,11,20.72,-97.2,30.25623,21.97012,30.25623,21.97012,25.422,25.422,1
13018,59412,59412,30336,2019,3,11,19.35,-97.11,28.17279,12.91748,28.17279,12.91748,19.7663,19.7663,2
13019,59419,59419,30337,2019,3,11,20.05,-96.97,30.20721,19.12683,30.20721,19.12683,23.90891,23.90891,1
13020,59426,59426,30338,2019,3,11,19.7,-96.84,29.9711,16.97015,29.9711,16.97015,22.56653,22.56653,1
13021,59433,59433,30339,2019,3,11,19.43,-96.7,29.67032,16.659,29.67032,16.659,22.22586,22.22586,1
13022,59440,59440,30340,2019,3,11,21.35,-97.68,29.86496,21.89542,29.86496,21.89542,25.13489,25.13489,1
13023,59447,59447,30342,2019,3,11,19.15,-96.95,29.25311,14.7395,29.25311,14.7395,20.99451,20.99451,2
13024,59454,59454,30343,2019,3,11,20.06,-97.08,30.29504,18.25162,30.29504,18.25162,23.57886,23.57886,1
13025,59461,59461,30345,2019,3,11,21.51,-98.18,33.26422,21.19226,33.26422,21.19226,26.08359,26.08359,1
13026,59468,59468,30348,2019,3,11,17.83,-95.82,33.10919,20.6185,33.10919,20.6185,26.27594,26.27594,1
13027,59475,59475,30351,2019,3,11,20.49,-97.49,33.88556,20.09686,33.88556,20.09686,26.02475,26.02475,1
13028,59482,59482,30353,2019,3,11,19.6,-96.38,28.60468,22.23715,28.60468,22.23715,24.74261,24.74261,1
13029,59489,59489,30355,2019,3,11,20.38,-97.66,32.7467,18.61172,32.7467,18.61172,24.82291,24.82291,1
13030,59496,59496,30357,2019,3,11,21.28,-97.56,29.81653,21.90753,29.81653,21.90753,25.11151,25.11151,1
13031,59503,59503,30358,2019,3,11,20.33,-96.99,29.58475,21.37726,29.58475,21.37726,24.8526,24.8526,1
13032,59510,59510,30359,2019,3,11,20.51,-98.5,28.47339,14.78091,28.47339,14.78091,20.49567,20.49567,2
13033,59517,59517,30361,2019,3,11,20.89,-97.81,32.2771,20.43414,32.2771,20.43414,25.41199,25.41199,1
13034,59524,59524,30362,2019,3,11,20.71,-97.54,33.18646,20.88541,33.18646,20.88541,26.02271,26.02271,1
13035,59531,59531,30364,2019,3,11,19.02,-96.61,30.84708,17.9982,30.84708,17.9982,23.37854,23.37854,1
13036,59538,59538,30365,2019,3,11,20.43,-98.35,28.41858,15.31665,28.41858,15.31665,20.96829,20.96829,2
13037,59545,59545,30367,2019,3,11,19.32,-96.72,29.73315,16.25604,29.73315,16.25604,22.02222,22.02222,1
13038,59552,59552,30368,2019,3,11,19.75,-97.31,28.07172,11.63025,28.07172,11.63025,19.46548,19.46548,2
13039,59559,59559,30370,2019,3,11,19.66,-97.29,27.25638,10.73767,27.25638,10.73767,18.59567,18.59567,2
13040,59566,59566,30375,2019,3,11,21.07,-97.55,31.28778,21.52954,31.28778,21.52954,25.47372,25.47372,1
13041,59573,59573,30377,2019,3,11,21.12,-97.41,30.54254,21.76562,30.54254,21.76562,25.30536,25.30536,1
13042,59580,59580,30382,2019,3,11,20.76,-98.34,30.7175,17.74905,30.7175,17.74905,23.35721,23.35721,1
13043,59587,59587,30384,2019,3,11,19.83,-97.3,28.97531,12.87665,28.97531,12.87665,20.51389,20.51389,2
13044,59594,59594,30452,2019,3,11,19.51,-96.95,29.54892,15.2551,29.54892,15.2551,21.49008,21.49008,1
13045,59601,59601,30453,2019,3,11,19.43,-97.09,28.46823,13.32047,28.46823,13.32047,20.10577,20.10577,2
13046,59608,59608,30454,2019,3,11,19.61,-96.88,29.83118,16.07794,29.83118,16.07794,22.03036,22.03036,1
13047,59615,59615,30455,2019,3,11,19.61,-97.03,29.30481,15.07489,29.30481,15.07489,21.35016,21.35016,1
13048,59622,59622,30457,2019,3,11,18.23,-95.45,32.47903,21.43277,32.47903,21.43277,26.28632,26.28632,1
