,Unnamed: 0,Antena,Ano,Mes,Dia,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas
198,198,1032,2019,3,3,22.04,-101.89,29.06354,8.51093,29.06354,8.51093,18.07312,18.07312
205,205,1033,2019,3,3,21.9,-101.99,29.22357,8.66458,29.22357,8.66458,18.20822,18.20822
212,212,1034,2019,3,3,21.89,-102.11,29.46744,8.68671,29.46744,8.68671,18.30154,18.30154
219,219,1035,2019,3,3,21.91,-102.13,29.50772,8.64609,29.50772,8.64609,18.28979,18.28979
226,226,1045,2019,3,3,22.08,-102.09,29.26663,8.47678,29.26663,8.47678,18.12347,18.12347
233,233,1047,2019,3,3,21.97,-102.58,30.26785,8.67551,30.26785,8.67551,18.53073,18.53073
240,240,1057,2019,3,3,21.87,-102.47,30.32773,8.90973,30.32773,8.90973,18.70819,18.70819
247,247,1062,2019,3,3,21.8,-102.27,30.12347,9.10843,30.12347,9.10843,18.7543,18.7543
254,254,1063,2019,3,3,21.73,-102.28,30.29184,9.44971,30.29184,9.44971,19.00143,19.00143
261,261,1073,2019,3,3,21.81,-102.13,29.61871,8.92749,29.61871,8.92749,18.49652,18.49652
268,268,1074,2019,3,3,21.73,-102.45,30.59396,9.57132,30.59396,9.57132,19.15686,19.15686
275,275,1075,2019,3,3,21.76,-102.3,30.29065,9.32797,30.29065,9.32797,18.93045,18.93045
282,282,1076,2019,3,3,21.87,-102.35,30.19238,8.86914,30.19238,8.86914,18.64087,18.64087
289,289,1077,2019,3,3,21.78,-102.52,30.5379,9.34628,30.5379,9.34628,19.00797,19.00797
296,296,1078,2019,3,3,21.89,-102.83,30.73917,9.49075,30.73917,9.49075,18.89331,18.89331
303,303,1079,2019,3,3,21.73,-102.27,30.26013,9.43671,30.26013,9.43671,18.98499,18.98499
310,310,1080,2019,3,3,21.84,-102.52,30.42068,9.06366,30.42068,9.06366,18.81418,18.81418
317,317,1081,2019,3,3,22.09,-101.97,29.09879,8.51239,29.09879,8.51239,18.09949,18.09949
324,324,1082,2019,3,3,22.23,-102.32,29.21533,8.28186,29.21533,8.28186,17.93094,17.93094
331,331,1084,2019,3,3,22.21,-102.02,29.04895,8.52231,29.04895,8.52231,18.13013,18.13013
338,338,1085,2019,3,3,22.09,-102.18,29.43692,8.4313,29.43692,8.4313,18.1438,18.1438
345,345,1088,2019,3,3,22.36,-102.3,28.73511,8.22488,28.73511,8.22488,17.71683,17.71683
352,352,1091,2019,3,3,21.74,-102.72,30.81979,9.74969,30.81979,9.74969,19.22003,19.22003
359,359,1094,2019,3,3,22.29,-102.24,28.96994,8.31802,28.96994,8.31802,17.89606,17.89606
366,366,1095,2019,3,3,21.94,-102.55,30.28326,8.72235,30.28326,8.72235,18.57297,18.57297
373,373,1096,2019,3,3,21.84,-102.18,29.74774,8.86371,29.74774,8.86371,18.49658,18.49658
380,380,1097,2019,3,3,21.91,-102.27,29.94324,8.69354,29.94324,8.69354,18.46075,18.46075
387,387,1099,2019,3,3,21.98,-102.06,29.29816,8.54544,29.29816,8.54544,18.15677,18.15677
394,394,1101,2019,3,3,21.91,-102.09,29.39941,8.64233,29.39941,8.64233,18.25198,18.25198
401,401,1102,2019,3,3,22.15,-102.28,29.46786,8.35211,29.46786,8.35211,18.08517,18.08517
408,408,1103,2019,3,3,22.18,-102.59,29.54578,8.34839,29.54578,8.34839,18.04504,18.04504
415,415,1105,2019,3,3,21.99,-102.35,30.04123,8.53503,30.04123,8.53503,18.4071,18.4071
422,422,1106,2019,3,3,21.96,-102.48,30.20721,8.61835,30.20721,8.61835,18.51007,18.51007
429,429,2001,2019,3,3,32.11,-116.45,16.40335,9.02219,16.40335,9.02219,11.83981,11.83981
436,436,2002,2019,3,3,28.6,-113.56,24.15649,11.29214,24.15649,11.29214,17.50516,17.50516
443,443,2004,2019,3,3,32.2,-116.49,16.47977,9.44092,16.47977,9.44092,12.12357,12.12357
450,450,2005,2019,3,3,32.02,-116.78,16.2446,12.14252,16.2446,12.14252,13.93958,13.93958
457,457,2006,2019,3,3,29.49,-114.36,23.80896,11.74521,23.80896,11.74521,17.08041,17.08041
464,464,2007,2019,3,3,32.44,-115.39,25.77063,11.24234,25.77063,11.24234,17.46149,17.46149
471,471,2008,2019,3,3,30.72,-115.98,17.56433,11.66318,17.56433,11.66318,14.32257,14.32257
478,478,2009,2019,3,3,32.3,-115.02,26.20108,12.39963,26.20108,12.39963,18.43915,18.43915
485,485,2010,2019,3,3,31.78,-115.77,21.79059,8.2807,21.79059,8.2807,13.94107,13.94107
492,492,2011,2019,3,3,32.35,-115.19,26.03564,12.09833,26.03564,12.09833,18.13593,18.13593
499,499,2012,2019,3,3,28.3,-114.03,21.67038,12.59729,21.67038,12.59729,16.9325,16.9325
506,506,2013,2019,3,3,30.67,-115.13,23.16351,9.3493,23.16351,9.3493,15.40506,15.40506
513,513,2014,2019,3,3,31.59,-116.05,17.34247,9.37982,17.34247,9.37982,12.68698,12.68698
520,520,2015,2019,3,3,28.03,-113.4,25.41153,11.68988,25.41153,11.68988,18.2858,18.2858
527,527,2016,2019,3,3,28.3,-112.88,24.98111,13.86386,24.98111,13.86386,18.9653,18.9653
534,534,2017,2019,3,3,32.33,-117.05,16.00626,12.19662,16.00626,12.19662,13.84186,13.84186
541,541,2019,2019,3,3,32.34,-116.25,17.14728,8.62137,17.14728,8.62137,11.70584,11.70584
548,548,2020,2019,3,3,32.13,-115.28,25.56134,10.69003,25.56134,10.69003,17.23505,17.23505
555,555,2021,2019,3,3,32.18,-116.29,16.59485,8.26727,16.59485,8.26727,11.34869,11.34869
562,562,2022,2019,3,3,30.06,-115.72,18.92899,12.04346,18.92899,12.04346,15.19009,15.19009
569,569,2023,2019,3,3,30.32,-115.82,18.52634,11.11346,18.52634,11.11346,14.64264,14.64264
576,576,2024,2019,3,3,32.3,-116.53,16.52759,9.85938,16.52759,9.85938,12.39606,12.39606
583,583,2025,2019,3,3,31.86,-116.61,16.32336,11.1965,16.32336,11.1965,13.3053,13.3053
590,590,2027,2019,3,3,28.14,-115.18,17.6633,16.104,17.6633,16.104,16.7366,16.7366
597,597,2029,2019,3,3,30.97,-116.16,17.15485,12.56848,17.15485,12.56848,14.55261,14.55261
604,604,2032,2019,3,3,30.58,-115.94,17.90942,11.75598,17.90942,11.75598,14.61249,14.61249
611,611,2035,2019,3,3,31.91,-116.27,16.29965,8.24884,16.29965,8.24884,11.33496,11.33496
618,618,2036,2019,3,3,32.05,-116.68,16.2551,11.44214,16.2551,11.44214,13.46423,13.46423
625,625,2039,2019,3,3,29.16,-114.15,22.89197,11.72906,22.89197,11.72906,17.07648,17.07648
632,632,2040,2019,3,3,28.23,-113.76,23.84012,11.35208,23.84012,11.35208,17.23871,17.23871
639,639,2041,2019,3,3,28.63,-114.02,22.02161,12.06583,22.02161,12.06583,16.93329,16.93329
646,646,2042,2019,3,3,32.29,-117.0,16.0275,12.12405,16.0275,12.12405,13.82089,13.82089
653,653,2043,2019,3,3,29.94,-114.97,23.14728,10.52795,23.14728,10.52795,15.8963,15.8963
660,660,2044,2019,3,3,28.74,-113.75,24.2359,10.88367,24.2359,10.88367,17.43655,17.43655
667,667,2045,2019,3,3,31.79,-116.46,16.31967,9.82611,16.31967,9.82611,12.42371,12.42371
674,674,2047,2019,3,3,29.98,-115.23,22.01959,10.88275,22.01959,10.88275,15.63644,15.63644
681,681,2048,2019,3,3,31.07,-115.58,17.99072,6.3569,17.99072,6.3569,11.5484,11.5484
688,688,2049,2019,3,3,32.13,-116.17,17.03625,8.03894,17.03625,8.03894,11.44226,11.44226
695,695,2050,2019,3,3,30.18,-115.14,22.85733,10.07339,22.85733,10.07339,15.4765,15.4765
702,702,2051,2019,3,3,29.73,-114.71,22.68625,11.73032,22.68625,11.73032,16.66,16.66
709,709,2053,2019,3,3,28.58,-113.95,22.68979,11.5845,22.68979,11.5845,16.99902,16.99902
716,716,2054,2019,3,3,31.03,-115.98,17.22162,10.17136,17.22162,10.17136,13.29044,13.29044
723,723,2055,2019,3,3,30.95,-116.1,17.17285,12.09158,17.17285,12.09158,14.3056,14.3056
730,730,2056,2019,3,3,31.33,-116.25,16.60519,10.99026,16.60519,10.99026,13.40381,13.40381
737,737,2057,2019,3,3,31.66,-115.82,20.29413,8.37781,20.29413,8.37781,13.29575,13.29575
744,744,2058,2019,3,3,29.72,-115.13,21.68726,11.30246,21.68726,11.30246,15.94858,15.94858
751,751,2059,2019,3,3,31.08,-115.29,21.59726,8.48706,21.59726,8.48706,14.48758,14.48758
758,758,2060,2019,3,3,30.88,-115.63,17.59183,6.72922,17.59183,6.72922,11.7088,11.7088
765,765,2061,2019,3,3,28.08,-113.09,26.20105,11.93994,26.20105,11.93994,18.90524,18.90524
772,772,2062,2019,3,3,31.87,-115.82,21.84586,8.30072,21.84586,8.30072,13.99536,13.99536
779,779,2063,2019,3,3,30.4,-115.89,18.21152,11.57141,18.21152,11.57141,14.71463,14.71463
786,786,2064,2019,3,3,31.63,-116.38,16.32309,10.18152,16.32309,10.18152,12.7406,12.7406
793,793,2065,2019,3,3,31.79,-116.41,16.31052,9.40598,16.31052,9.40598,12.1503,12.1503
800,800,2066,2019,3,3,32.0,-115.95,19.99731,8.12146,19.99731,8.12146,12.99561,12.99561
807,807,2067,2019,3,3,31.16,-115.72,18.06882,6.93356,18.06882,6.93356,11.797,11.797
814,814,2069,2019,3,3,32.37,-116.65,16.26425,10.75961,16.26425,10.75961,12.95023,12.95023
821,821,2071,2019,3,3,31.36,-115.7,19.44199,7.58252,19.44199,7.58252,12.49936,12.49936
828,828,2072,2019,3,3,31.9,-115.6,23.71344,8.49933,23.71344,8.49933,15.01413,15.01413
835,835,2077,2019,3,3,32.1,-116.81,16.20407,12.1813,16.20407,12.1813,13.95187,13.95187
842,842,2079,2019,3,3,31.84,-116.2,16.61072,8.41937,16.61072,8.41937,11.62396,11.62396
849,849,2084,2019,3,3,29.97,-115.19,22.33875,10.74545,22.33875,10.74545,15.68149,15.68149
856,856,2085,2019,3,3,28.6,-113.76,23.86035,10.81308,23.86035,10.81308,17.17416,17.17416
863,863,2088,2019,3,3,31.61,-115.94,18.59213,8.888,18.59213,8.888,12.88989,12.88989
870,870,2089,2019,3,3,31.1,-116.17,17.02744,12.13147,17.02744,12.13147,14.25348,14.25348
877,877,2090,2019,3,3,31.27,-116.39,16.64517,11.8537,16.64517,11.8537,13.91525,13.91525
884,884,2091,2019,3,3,31.29,-116.26,16.62399,11.38251,16.62399,11.38251,13.63965,13.63965
891,891,2092,2019,3,3,31.33,-115.54,19.81393,7.55838,19.81393,7.55838,12.69421,12.69421
898,898,2093,2019,3,3,32.36,-115.75,24.43451,10.03442,24.43451,10.03442,16.12659,16.12659
905,905,2095,2019,3,3,29.87,-115.0,22.91394,10.60626,22.91394,10.60626,15.89587,15.89587
912,912,2096,2019,3,3,31.27,-116.04,17.25122,10.36633,17.25122,10.36633,13.30869,13.30869
919,919,2097,2019,3,3,32.22,-115.69,24.48254,9.37158,24.48254,9.37158,15.83456,15.83456
926,926,2099,2019,3,3,30.78,-115.18,22.98184,9.27139,22.98184,9.27139,15.44855,15.44855
933,933,2100,2019,3,3,31.27,-115.77,18.69031,7.56906,18.69031,7.56906,12.28635,12.28635
940,940,2102,2019,3,3,31.44,-115.05,24.81845,11.54822,24.81845,11.54822,17.39987,17.39987
947,947,2104,2019,3,3,31.79,-116.59,16.3533,11.31302,16.3533,11.31302,13.39175,13.39175
954,954,2105,2019,3,3,30.97,-115.58,17.7706,6.37949,17.7706,6.37949,11.56064,11.56064
961,961,2106,2019,3,3,31.7,-116.57,16.39163,11.59323,16.39163,11.59323,13.59769,13.59769
968,968,2107,2019,3,3,30.89,-114.78,23.68524,12.12189,23.68524,12.12189,17.28391,17.28391
975,975,2108,2019,3,3,31.71,-116.67,16.42865,12.61014,16.42865,12.61014,14.24173,14.24173
982,982,2109,2019,3,3,28.67,-114.24,19.84381,13.44373,19.84381,13.44373,16.59219,16.59219
989,989,2110,2019,3,3,29.97,-115.1,22.86758,10.51355,22.86758,10.51355,15.74969,15.74969
996,996,2111,2019,3,3,30.52,-115.93,17.99554,11.76584,17.99554,11.76584,14.67953,14.67953
1003,1003,2114,2019,3,3,32.24,-116.58,16.37494,10.33398,16.37494,10.33398,12.70413,12.70413
1010,1010,2118,2019,3,3,31.92,-116.23,16.56161,8.07864,16.56161,8.07864,11.34186,11.34186
1017,1017,2119,2019,3,3,32.31,-116.6,16.37024,10.46347,16.37024,10.46347,12.77716,12.77716
1024,1024,2120,2019,3,3,31.07,-116.21,17.04572,12.41763,17.04572,12.41763,14.41986,14.41986
1031,1031,2122,2019,3,3,31.95,-116.75,16.29578,12.19141,16.29578,12.19141,13.97241,13.97241
1038,1038,2124,2019,3,3,32.49,-116.68,16.19125,10.77576,16.19125,10.77576,12.93787,12.93787
1045,1045,2132,2019,3,3,30.69,-116.01,17.53687,12.31226,17.53687,12.31226,14.64279,14.64279
1052,1052,2137,2019,3,3,32.26,-115.32,25.61407,10.95804,25.61407,10.95804,17.31866,17.31866
1059,1059,2139,2019,3,3,32.42,-115.04,26.155,12.62677,26.155,12.62677,18.4686,18.4686
1066,1066,2144,2019,3,3,28.41,-113.86,23.34131,11.20413,23.34131,11.20413,17.05237,17.05237
1073,1073,2146,2019,3,3,31.04,-115.2,22.9827,9.2616,22.9827,9.2616,15.6091,15.6091
1080,1080,2148,2019,3,3,31.03,-114.84,24.19525,11.60684,24.19525,11.60684,17.36163,17.36163
1087,1087,2150,2019,3,3,29.74,-114.31,23.25482,12.88568,23.25482,12.88568,17.59698,17.59698
1094,1094,2151,2019,3,3,30.64,-114.75,23.1232,11.72302,23.1232,11.72302,16.61176,16.61176
1101,1101,2152,2019,3,3,32.37,-116.07,18.73572,9.0141,18.73572,9.0141,12.70181,12.70181
1108,1108,2153,2019,3,3,31.62,-116.46,16.35843,10.82611,16.35843,10.82611,13.14804,13.14804
1115,1115,2154,2019,3,3,32.06,-115.06,26.20132,11.68677,26.20132,11.68677,18.19507,18.19507
1122,1122,2156,2019,3,3,32.47,-116.82,15.95358,11.25848,15.95358,11.25848,13.22644,13.22644
1129,1129,2160,2019,3,3,31.5,-115.73,19.81833,8.01147,19.81833,8.01147,12.81619,12.81619
1136,1136,2164,2019,3,3,32.11,-115.85,22.16907,8.57663,22.16907,8.57663,14.28717,14.28717
1143,1143,2165,2019,3,3,30.88,-116.12,17.18481,12.55316,17.18481,12.55316,14.55255,14.55255
1150,1150,3002,2019,3,3,27.69,-114.9,18.3439,16.1701,18.3439,16.1701,16.92932,16.92932
1157,1157,3003,2019,3,3,23.29,-109.44,26.52139,21.1467,26.52139,21.1467,23.76337,23.76337
1164,1164,3004,2019,3,3,25.12,-111.81,31.91937,15.99582,31.91937,15.99582,22.79437,22.79437
1171,1171,3005,2019,3,3,22.88,-109.91,26.83188,21.0993,26.83188,21.0993,23.31268,23.31268
1178,1178,3006,2019,3,3,26.38,-112.51,28.56204,14.66379,28.56204,14.66379,21.13385,21.13385
1185,1185,3007,2019,3,3,23.33,-109.95,28.52423,19.23669,28.52423,19.23669,23.21115,23.21115
1192,1192,3008,2019,3,3,26.06,-111.83,31.81128,14.75284,31.81128,14.75284,22.46155,22.46155
1199,1199,3009,2019,3,3,24.84,-111.13,33.17917,16.79541,33.17917,16.79541,23.84302,23.84302
1206,1206,3010,2019,3,3,27.1,-112.93,28.5491,12.10025,28.5491,12.10025,19.69525,19.69525
1213,1213,3011,2019,3,3,24.15,-110.21,27.04105,18.50281,27.04105,18.50281,22.34137,22.34137
1220,1220,3012,2019,3,3,24.78,-111.15,33.34271,16.74731,33.34271,16.74731,23.94495,23.94495
1227,1227,3013,2019,3,3,24.47,-111.0,31.24847,17.39456,31.24847,17.39456,23.483,23.483
1234,1234,3014,2019,3,3,24.84,-111.78,30.19843,16.34265,30.19843,16.34265,22.1745,22.1745
1241,1241,3015,2019,3,3,23.86,-110.66,28.47433,17.78949,28.47433,17.78949,22.4873,22.4873
1248,1248,3016,2019,3,3,26.76,-112.42,29.50446,12.70972,29.50446,12.70972,20.63129,20.63129
1255,1255,3017,2019,3,3,27.77,-113.35,26.59521,11.43991,26.59521,11.43991,18.64737,18.64737
1262,1262,3018,2019,3,3,23.8,-110.11,28.13708,18.33148,28.13708,18.33148,22.70303,22.70303
1269,1269,3019,2019,3,3,26.92,-112.41,28.9859,12.09262,28.9859,12.09262,20.11316,20.11316
1276,1276,3020,2019,3,3,24.83,-111.22,33.71725,16.61731,33.71725,16.61731,24.00681,24.00681
1283,1283,3022,2019,3,3,25.05,-111.12,32.66721,16.83865,32.66721,16.83865,23.53894,23.53894
1290,1290,3023,2019,3,3,24.02,-110.36,28.64822,17.66672,28.64822,17.66672,22.66522,22.66522
1297,1297,3024,2019,3,3,25.47,-111.18,29.78091,16.86371,29.78091,16.86371,22.34796,22.34796
1304,1304,3027,2019,3,3,25.76,-112.04,30.64233,15.83511,30.64233,15.83511,22.32001,22.32001
1311,1311,3028,2019,3,3,25.37,-111.52,31.3114,16.48367,31.3114,16.48367,22.77032,22.77032
1318,1318,3029,2019,3,3,26.18,-112.08,30.35471,14.87656,30.35471,14.87656,21.94934,21.94934
1325,1325,3030,2019,3,3,23.6,-109.59,26.66083,20.1713,26.66083,20.1713,23.24423,23.24423
1332,1332,3031,2019,3,3,24.81,-110.98,30.92618,17.54932,30.92618,17.54932,23.22,23.22
1339,1339,3032,2019,3,3,23.47,-109.45,26.54514,20.72083,26.54514,20.72083,23.59457,23.59457
1346,1346,3033,2019,3,3,25.4,-111.76,31.96368,16.29715,31.96368,16.29715,22.92691,22.92691
1353,1353,3034,2019,3,3,27.6,-113.57,25.8927,11.83008,25.8927,11.83008,18.3324,18.3324
1360,1360,3035,2019,3,3,26.01,-111.34,26.06732,17.76242,26.06732,17.76242,21.4245,21.4245
1367,1367,3036,2019,3,3,23.89,-110.14,28.02448,18.21866,28.02448,18.21866,22.62195,22.62195
1374,1374,3037,2019,3,3,23.97,-109.94,27.55249,18.42526,27.55249,18.42526,22.52515,22.52515
1381,1381,3038,2019,3,3,26.89,-111.98,25.72458,16.20255,25.72458,16.20255,20.99963,20.99963
1388,1388,3039,2019,3,3,26.32,-111.99,31.15912,14.17203,31.15912,14.17203,22.06192,22.06192
1395,1395,3041,2019,3,3,26.82,-112.8,28.29474,12.71249,28.29474,12.71249,19.98709,19.98709
1402,1402,3042,2019,3,3,24.39,-111.11,31.38397,17.18875,31.38397,17.18875,23.45303,23.45303
1409,1409,3043,2019,3,3,25.2,-112.11,28.39105,16.69266,28.39105,16.69266,21.7002,21.7002
1416,1416,3045,2019,3,3,24.79,-112.11,26.54422,17.10321,26.54422,17.10321,21.04712,21.04712
1423,1423,3047,2019,3,3,26.72,-113.57,22.21948,15.03381,22.21948,15.03381,18.38541,18.38541
1430,1430,3049,2019,3,3,23.81,-110.06,28.10828,18.33997,28.10828,18.33997,22.70343,22.70343
1437,1437,3050,2019,3,3,23.74,-109.84,27.8717,18.71844,27.8717,18.71844,22.81567,22.81567
1444,1444,3051,2019,3,3,23.11,-109.85,27.88327,20.44229,27.88327,20.44229,23.44473,23.44473
1451,1451,3052,2019,3,3,27.3,-112.88,27.93826,11.97827,27.93826,11.97827,19.47174,19.47174
1458,1458,3053,2019,3,3,23.24,-110.07,28.22195,19.65149,28.22195,19.65149,23.19812,23.19812
1465,1465,3054,2019,3,3,25.87,-111.54,29.1156,16.52753,29.1156,16.52753,22.06348,22.06348
1472,1472,3055,2019,3,3,26.59,-112.72,28.32629,13.93573,28.32629,13.93573,20.68161,20.68161
1479,1479,3056,2019,3,3,23.07,-109.71,27.34772,21.02325,27.34772,21.02325,23.6694,23.6694
1486,1486,3058,2019,3,3,23.93,-110.26,28.27435,17.97415,28.27435,17.97415,22.61838,22.61838
1493,1493,3060,2019,3,3,23.53,-110.07,28.65039,18.52753,28.65039,18.52753,22.96594,22.96594
1500,1500,3062,2019,3,3,23.48,-109.72,27.8356,19.52527,27.8356,19.52527,23.31531,23.31531
1507,1507,3063,2019,3,3,25.49,-111.92,31.67661,16.38834,31.67661,16.38834,22.85141,22.85141
1514,1514,3064,2019,3,3,23.55,-110.1,28.56128,18.54724,28.56128,18.54724,22.92358,22.92358
1521,1521,3065,2019,3,3,25.09,-111.33,33.30002,16.47461,33.30002,16.47461,23.63965,23.63965
1528,1528,3067,2019,3,3,23.27,-109.78,27.94501,19.92328,27.94501,19.92328,23.38245,23.38245
1535,1535,3068,2019,3,3,25.03,-111.67,32.28326,16.04553,32.28326,16.04553,22.98541,22.98541
1542,1542,3069,2019,3,3,25.26,-111.77,31.97778,16.15198,31.97778,16.15198,22.87817,22.87817
1549,1549,3070,2019,3,3,27.98,-114.13,20.72589,13.81091,20.72589,13.81091,17.02112,17.02112
1556,1556,3072,2019,3,3,26.77,-111.91,27.2612,15.64093,27.2612,15.64093,21.34259,21.34259
1563,1563,3073,2019,3,3,27.65,-113.44,26.54526,11.54312,26.54526,11.54312,18.54623,18.54623
1570,1570,3074,2019,3,3,24.14,-110.34,28.05896,18.01068,28.05896,18.01068,22.53687,22.53687
1577,1577,3075,2019,3,3,24.84,-110.97,30.65253,17.63727,30.65253,17.63727,23.11963,23.11963
1584,1584,3076,2019,3,3,23.41,-110.2,28.07269,19.02148,28.07269,19.02148,22.8201,22.8201
1591,1591,3077,2019,3,3,23.76,-110.27,28.08078,18.34818,28.08078,18.34818,22.59302,22.59302
1598,1598,3093,2019,3,3,27.15,-112.15,25.36404,15.28903,25.36404,15.28903,20.24994,20.24994
1605,1605,3094,2019,3,3,23.18,-109.7,27.41034,20.70184,27.41034,20.70184,23.5993,23.5993
1612,1612,3096,2019,3,3,23.54,-109.68,27.46167,19.65714,27.46167,19.65714,23.26721,23.26721
1619,1619,3097,2019,3,3,23.36,-110.17,28.14557,19.15179,28.14557,19.15179,22.93237,22.93237
1626,1626,3098,2019,3,3,26.53,-112.65,29.05057,13.9303,29.05057,13.9303,21.01062,21.01062
1633,1633,3099,2019,3,3,26.23,-111.48,26.03281,17.23505,26.03281,17.23505,21.29132,21.29132
1640,1640,3100,2019,3,3,27.14,-112.91,28.48193,12.04681,28.48193,12.04681,19.66074,19.66074
1647,1647,3101,2019,3,3,24.93,-111.63,31.99176,16.20047,31.99176,16.20047,22.93115,22.93115
1654,1654,3102,2019,3,3,27.55,-113.39,27.17126,11.3783,27.17126,11.3783,18.7341,18.7341
1661,1661,3103,2019,3,3,27.06,-112.24,27.04401,13.69153,27.04401,13.69153,20.16824,20.16824
1668,1668,3104,2019,3,3,24.04,-110.13,27.42325,18.34109,27.42325,18.34109,22.43881,22.43881
1675,1675,3105,2019,3,3,25.59,-111.64,31.39645,16.31937,31.39645,16.31937,22.74164,22.74164
1682,1682,3106,2019,3,3,27.54,-114.47,20.95795,14.3584,20.95795,14.3584,17.46124,17.46124
1689,1689,3107,2019,3,3,27.26,-112.35,26.77716,13.33484,26.77716,13.33484,19.85303,19.85303
1696,1696,3108,2019,3,3,25.6,-111.34,29.39279,16.8522,29.39279,16.8522,22.18628,22.18628
1703,1703,3109,2019,3,3,25.36,-111.17,30.474,16.82013,30.474,16.82013,22.6192,22.6192
1710,1710,3110,2019,3,3,24.15,-110.57,28.99896,17.57446,28.99896,17.57446,22.70978,22.70978
1717,1717,3115,2019,3,3,27.6,-113.55,25.99768,11.79172,25.99768,11.79172,18.36606,18.36606
1724,1724,3116,2019,3,3,25.19,-111.41,32.50012,16.47046,32.50012,16.47046,23.29181,23.29181
1731,1731,3117,2019,3,3,27.14,-114.3,20.22794,15.10797,20.22794,15.10797,17.53928,17.53928
1738,1738,3119,2019,3,3,27.89,-113.78,24.14819,11.95889,24.14819,11.95889,17.55859,17.55859
1745,1745,3120,2019,3,3,23.22,-110.14,27.88269,19.79166,27.88269,19.79166,23.09659,23.09659
1752,1752,3121,2019,3,3,26.89,-112.62,29.25275,11.90942,29.25275,11.90942,20.08542,20.08542
1759,1759,3122,2019,3,3,27.84,-113.32,26.43176,11.47055,26.43176,11.47055,18.65915,18.65915
1766,1766,3123,2019,3,3,27.85,-115.08,18.03046,16.2858,18.03046,16.2858,16.86053,16.86053
1773,1773,3124,2019,3,3,25.12,-111.95,31.21414,16.09351,31.21414,16.09351,22.55338,22.55338
1780,1780,3125,2019,3,3,24.16,-110.92,28.21826,17.6821,28.21826,17.6821,22.29694,22.29694
1787,1787,3126,2019,3,3,26.52,-112.5,30.02637,13.70682,30.02637,13.70682,21.34167,21.34167
